task_id,manager_id,manager_name,team,channel,priority,requires_login,target_category,query,agent_prompt,output_path_hint,evidence_policy
agent_reach_japan_moriyasu_youtube_breakdowns,japan_moriyasu,Hajime Moriyasu,Japan,youtube_breakdowns,3,False,external_views,Japan Hajime Moriyasu tactical breakdown video analysis,"Use Agent-Reach to research Hajime Moriyasu (Japan) for the World Cup project.
Channel: youtube_breakdowns. Query: Japan Hajime Moriyasu tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/.
Each Markdown file must start with these metadata lines:
manager_id: japan_moriyasu
manager_name: Hajime Moriyasu
team: Japan
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/,Use captions/transcripts when available; cite the video URL.
agent_reach_japan_moriyasu_github_and_open_data,japan_moriyasu,Hajime Moriyasu,Japan,github_and_open_data,4,False,decision_records,Japan football open data lineups formations substitutions Hajime Moriyasu,"Use Agent-Reach to research Hajime Moriyasu (Japan) for the World Cup project.
Channel: github_and_open_data. Query: Japan football open data lineups formations substitutions Hajime Moriyasu
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/.
Each Markdown file must start with these metadata lines:
manager_id: japan_moriyasu
manager_name: Hajime Moriyasu
team: Japan
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/japan_moriyasu/,Prefer structured public data and transparent match records.
agent_reach_netherlands_koeman_web_tactical_reports,netherlands_koeman,Ronald Koeman,Netherlands,web_tactical_reports,1,False,tactical_reports,Ronald Koeman Netherlands tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Ronald Koeman (Netherlands) for the World Cup project.
Channel: web_tactical_reports. Query: Ronald Koeman Netherlands tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/.
Each Markdown file must start with these metadata lines:
manager_id: netherlands_koeman
manager_name: Ronald Koeman
team: Netherlands
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/,Core recurring tactical evidence from public tactical reports.
agent_reach_netherlands_koeman_press_conferences,netherlands_koeman,Ronald Koeman,Netherlands,press_conferences,2,False,press_conferences,Ronald Koeman Netherlands press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Ronald Koeman (Netherlands) for the World Cup project.
Channel: press_conferences. Query: Ronald Koeman Netherlands press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/.
Each Markdown file must start with these metadata lines:
manager_id: netherlands_koeman
manager_name: Ronald Koeman
team: Netherlands
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_netherlands_koeman_youtube_breakdowns,netherlands_koeman,Ronald Koeman,Netherlands,youtube_breakdowns,3,False,external_views,Netherlands Ronald Koeman tactical breakdown video analysis,"Use Agent-Reach to research Ronald Koeman (Netherlands) for the World Cup project.
Channel: youtube_breakdowns. Query: Netherlands Ronald Koeman tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/.
Each Markdown file must start with these metadata lines:
manager_id: netherlands_koeman
manager_name: Ronald Koeman
team: Netherlands
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/,Use captions/transcripts when available; cite the video URL.
agent_reach_netherlands_koeman_github_and_open_data,netherlands_koeman,Ronald Koeman,Netherlands,github_and_open_data,4,False,decision_records,Netherlands football open data lineups formations substitutions Ronald Koeman,"Use Agent-Reach to research Ronald Koeman (Netherlands) for the World Cup project.
Channel: github_and_open_data. Query: Netherlands football open data lineups formations substitutions Ronald Koeman
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/.
Each Markdown file must start with these metadata lines:
manager_id: netherlands_koeman
manager_name: Ronald Koeman
team: Netherlands
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/netherlands_koeman/,Prefer structured public data and transparent match records.
agent_reach_sweden_potter_web_tactical_reports,sweden_potter,Graham Potter,Sweden,web_tactical_reports,1,False,tactical_reports,Graham Potter Sweden tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Graham Potter (Sweden) for the World Cup project.
Channel: web_tactical_reports. Query: Graham Potter Sweden tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/sweden_potter/.
Each Markdown file must start with these metadata lines:
manager_id: sweden_potter
manager_name: Graham Potter
team: Sweden
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/sweden_potter/,Core recurring tactical evidence from public tactical reports.
agent_reach_sweden_potter_press_conferences,sweden_potter,Graham Potter,Sweden,press_conferences,2,False,press_conferences,Graham Potter Sweden press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Graham Potter (Sweden) for the World Cup project.
Channel: press_conferences. Query: Graham Potter Sweden press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/sweden_potter/.
Each Markdown file must start with these metadata lines:
manager_id: sweden_potter
manager_name: Graham Potter
team: Sweden
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/sweden_potter/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_sweden_potter_youtube_breakdowns,sweden_potter,Graham Potter,Sweden,youtube_breakdowns,3,False,external_views,Sweden Graham Potter tactical breakdown video analysis,"Use Agent-Reach to research Graham Potter (Sweden) for the World Cup project.
Channel: youtube_breakdowns. Query: Sweden Graham Potter tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/sweden_potter/.
Each Markdown file must start with these metadata lines:
manager_id: sweden_potter
manager_name: Graham Potter
team: Sweden
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/sweden_potter/,Use captions/transcripts when available; cite the video URL.
agent_reach_sweden_potter_github_and_open_data,sweden_potter,Graham Potter,Sweden,github_and_open_data,4,False,decision_records,Sweden football open data lineups formations substitutions Graham Potter,"Use Agent-Reach to research Graham Potter (Sweden) for the World Cup project.
Channel: github_and_open_data. Query: Sweden football open data lineups formations substitutions Graham Potter
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/sweden_potter/.
Each Markdown file must start with these metadata lines:
manager_id: sweden_potter
manager_name: Graham Potter
team: Sweden
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/sweden_potter/,Prefer structured public data and transparent match records.
agent_reach_tunisia_lamouchi_web_tactical_reports,tunisia_lamouchi,Sabri Lamouchi,Tunisia,web_tactical_reports,1,False,tactical_reports,Sabri Lamouchi Tunisia tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Sabri Lamouchi (Tunisia) for the World Cup project.
Channel: web_tactical_reports. Query: Sabri Lamouchi Tunisia tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/tunisia_lamouchi/.
Each Markdown file must start with these metadata lines:
manager_id: tunisia_lamouchi
manager_name: Sabri Lamouchi
team: Tunisia
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/tunisia_lamouchi/,Core recurring tactical evidence from public tactical reports.
agent_reach_tunisia_lamouchi_press_conferences,tunisia_lamouchi,Sabri Lamouchi,Tunisia,press_conferences,2,False,press_conferences,Sabri Lamouchi Tunisia press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Sabri Lamouchi (Tunisia) for the World Cup project.
Channel: press_conferences. Query: Sabri Lamouchi Tunisia press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/tunisia_lamouchi/.
Each Markdown file must start with these metadata lines:
manager_id: tunisia_lamouchi
manager_name: Sabri Lamouchi
team: Tunisia
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/tunisia_lamouchi/,Direct manager quotes should be separated from journalist interpretation.
